id,stateabb,ccode,leader,s_date,s_month,start_year,e_month,end_year,birthyear,gender,military_career,start_age,end_age,duration,country,oecd,gdp,eu27,gseven,gtwenty,brics,label,pcgdp
1261,GUA,90,Castillo Armas,8,7,1954,7,1957,1914,Male,1,40,43,3,Guatemala,0,57.92138672,0,0,0,0,0,NA
1262,FRN,220,Bourges-Maunory,13,6,1957,11,1957,1914,Male,1,43,43,0,France,1,3003.629395,1,1,1,0,0,NA
1263,BUL,355,Stanishev,16,8,2005,7,2009,1966,Male,0,39,43,4,Bulgaria,0,64.9644928,1,0,0,0,0,3839.450195
1264,LAT,367,Repse,7,11,2002,3,2004,1961,Male,0,41,43,2,Latvia,1,33.74955368,1,0,0,0,0,4116.129883
1265,LAT,367,Dombrovskis,12,3,2009,1,2014,1971,Male,0,38,43,5,Latvia,1,33.74955368,1,0,0,0,0,NA
1266,MAA,435,Ould Mohamed Salek,10,7,1978,4,1979,1936,Male,1,42,43,1,Mauritania,0,6.5557127,0,0,0,0,0,NA
1267,NIG,475,Buhari,31,12,1983,8,1985,1942,Male,1,41,43,2,Nigeria,0,488.3838806,0,0,0,0,0,1406.577393
1268,BHU,760,"Wangchuk, Jigme Dorji",24,3,1952,7,1972,1929,Male,0,23,43,20,Bhutan,0,2.671625137,0,0,0,0,0,NA
1269,BHU,760,"Wangchuck, Jigme Singye",21,7,1972,7,1998,1955,Male,0,17,43,26,Bhutan,0,2.671625137,0,0,0,0,0,NA
1270,VAN,935,Vohor,30,9,1996,3,1998,1955,Male,0,41,43,2,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1271,SOL,940,Kenilorea,19,11,1984,12,1986,1943,Male,0,41,43,2,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1272,TUV,947,Paeniu,23,12,1996,4,1999,1956,Male,0,40,43,3,Tuvalu,0,,0,0,0,0,0,NA
1273,SAL,92,Saca Gonzšlez,1,6,2004,6,2009,1965,Male,0,39,44,5,El Salvador,0,23.67197609,0,0,0,0,0,2287.469971
1274,COS,94,Figueres Olsen,8,5,1994,5,1998,1954,Male,0,40,44,4,Costa Rica,0,51.94388962,0,0,0,0,0,3105.449951
1275,FRN,220,Faure,18,1,1952,2,1952,1908,Male,0,44,44,0,France,1,3003.629395,1,1,1,0,0,NA
1276,BOS,346,Zeljko Komsic,6,7,2007,3,2008,1964,Male,0,43,44,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1277,MLD,359,Vlad Filat,25,9,2009,4,2013,1969,Male,0,40,44,4,Moldova,0,,0,0,0,0,0,1831.309937
1278,ROM,360,Ciorbea,12,12,1996,3,1998,1954,Male,0,42,44,2,Romania,0,239.9590149,1,0,0,0,0,1565.469971
1279,ROM,360,Athanasiu,14,12,1999,12,1999,1955,Male,0,44,44,0,Romania,0,239.9590149,1,0,0,0,0,NA
1280,LAT,367,Gailis,19,9,1994,12,1995,1951,Male,0,43,44,1,Latvia,1,33.74955368,1,0,0,0,0,NA
1281,MAA,435,Ould Haidalla,4,1,1980,12,1984,1940,Male,1,40,44,4,Mauritania,0,6.5557127,0,0,0,0,0,NA
1282,GUI,438,Sekouba Konate,5,12,2009,12,2010,1966,Male,1,43,44,1,Guinea,0,12.66293907,0,0,0,0,0,NA
1283,BUI,516,Buyoya,3,9,1987,7,1993,1949,Male,1,38,44,6,Burundi,0,2.402444363,0,0,0,0,0,NA
1284,MAG,580,Ratsimandrava,5,2,1975,2,1975,1931,Male,1,44,44,0,Madagascar,0,12.32252979,0,0,0,0,0,NA
1285,YPR,680,Al-Shaabi,30,11,1967,6,1969,1925,Male,0,42,44,2,Yemen People's Republic,0,,0,0,0,0,0,NA
1286,YPR,680,Ali Rubayyi,24,6,1969,6,1978,1934,Male,0,35,44,9,Yemen People's Republic,0,,0,0,0,0,0,NA
1287,TAJ,702,Kadreddin Aslonov,31,8,1991,9,1991,1947,Male,0,44,44,0,Tajikistan,0,10.73395729,0,0,0,0,0,NA
1288,NEP,790,Birendra,31,1,1972,11,1990,1946,Male,0,26,44,18,Nepal,0,25.46749687,0,0,0,0,0,NA
1289,NAU,970,Adeang,17,9,1986,10,1986,1942,Male,0,44,44,0,Nauru,0,NA,0,0,0,0,0,NA
1290,NAU,970,Adeang,12,12,1986,12,1986,1942,Male,0,44,44,0,Nauru,0,NA,0,0,0,0,0,NA
1291,HAI,41,Cedras,30,9,1991,10,1994,1949,Male,1,42,45,3,Haiti,0,8.463083267,0,0,0,0,0,123.0020065
1292,GRN,55,Hudson Austin,19,10,1983,10,1983,1938,Male,1,45,45,0,Grenada,0,1.093768597,0,0,0,0,0,NA
1293,SAL,92,Rivera,1,7,1962,7,1967,1922,Male,1,40,45,5,El Salvador,0,23.67197609,0,0,0,0,0,NA
1294,SAL,92,Flores,1,6,1999,6,2004,1959,Male,0,40,45,5,El Salvador,0,23.67197609,0,0,0,0,0,1935.540039
1295,COS,94,Calderon Fournier,8,5,1990,5,1994,1949,Male,0,41,45,4,Costa Rica,0,51.94388962,0,0,0,0,0,1873.620117
1296,SLO,317,Pellegrini,22,3,2018,3,2020,1975,Male,0,43,45,2,Slovakia,1,120.0403519,1,0,0,0,0,NA
1297,KOS,347,Kurti,3,2,2020,6,2020,1975,Male,0,45,45,0,Kosovo,0,,0,0,0,0,0,NA
1298,MLD,359,Tarlev,7,4,2001,3,2008,1963,Male,0,38,45,7,Moldova,0,,0,0,0,0,0,489.9099731
1299,MLD,359,Valeriu Strelet,30,7,2015,10,2015,1970,Male,0,45,45,0,Moldova,0,,0,0,0,0,0,NA
1300,ROM,360,Roman,26,12,1989,10,1991,1946,Male,0,43,45,2,Romania,0,239.9590149,1,0,0,0,0,NA
1301,ROM,360,Eugen Bejinariu,21,12,2004,12,2004,1959,Male,0.5,45,45,0,Romania,0,239.9590149,1,0,0,0,0,3483.72998
1302,LAT,367,Kristopans,26,11,1998,7,1999,1954,Male,0,44,45,1,Latvia,1,33.74955368,1,0,0,0,0,2965.159912
1303,SWD,380,Bildt,30,10,1991,10,1994,1949,Male,0,42,45,3,Sweden,1,604.5716553,1,0,0,0,0,31570.07031
1304,NIR,436,Wanke,11,4,1999,12,1999,1954,Male,1,45,45,0,Niger,0,10.03664684,0,0,0,0,0,175.2570038
1305,GUI,438,Dadis Camara,23,12,2008,12,2009,1964,Male,1,44,45,1,Guinea,0,12.66293907,0,0,0,0,0,NA
1306,BFO,439,Yameogo,5,8,1960,1,1966,1921,Male,0,39,45,6,Burkina Faso,0,15.55943775,0,0,0,0,0,NA
1307,BNG,771,Ziaur Rahman,6,11,1975,5,1981,1936,Male,1,39,45,6,Bangladesh,0,220.5692444,0,0,0,0,0,NA
1308,MAD,781,Nasheed,11,11,2008,2,2012,1967,Male,0,41,45,4,Maldives,0,4.582946777,0,0,0,0,0,NA
1309,RVN,817,Quat,16,6,1954,6,1954,1909,Male,0,45,45,0,Republic of Vietnam,0,,0,0,0,0,0,NA
1310,ETM,860,araujo,13,2,2008,4,2008,1963,Male,0,45,45,0,East Timor,0,,0,0,0,0,0,NA
1311,MSI,983,Nemra,10,1,2016,1,2016,1971,Male,0,45,45,0,Marshall Islands,0,,0,0,0,0,0,NA
1312,AAB,58,Vere Bird,1,11,1981,3,1994,1948,Male,0,33,46,13,Antigua & Barbuda,0,,0,0,0,0,0,NA
1313,SAL,92,Osorio,14,9,1950,9,1956,1910,Male,1,40,46,6,El Salvador,0,23.67197609,0,0,0,0,0,NA
1314,SAL,92,Castillo,26,10,1960,1,1961,1915,Male,1,45,46,1,El Salvador,0,23.67197609,0,0,0,0,0,NA
1315,CZR,316,Sobotka,29,1,2014,12,2017,1971,Male,0,43,46,3,Czech Republic,1,259.4513855,1,0,0,0,0,19768.83984
1316,SLO,317,Fico,4,7,2006,7,2010,1964,Male,0,42,46,4,Slovakia,1,120.0403519,1,0,0,0,0,10683.51953
1317,BOS,346,Zeljko Komsic,6,7,2009,3,2010,1964,Male,0,45,46,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1318,KOS,347,Thaci,17,2,2008,12,2014,1968,Male,0,40,46,6,Kosovo,0,,0,0,0,0,0,NA
1319,BUL,355,Sofiyanski,13,2,1997,5,1997,1951,Male,0,46,46,0,Bulgaria,0,64.9644928,1,0,0,0,0,1228.130005
1320,GRG,372,Saakashvili,20,1,2008,11,2013,1967,Male,0,41,46,5,Georgia,0,17.98207855,0,0,0,0,0,3325.48999
1321,EQG,411,Bonifacio Ondo Edu,15,12,1963,10,1968,1922,Male,0,41,46,5,Equatorial Guinea,0,12.81890774,0,0,0,0,0,NA
1322,MAA,435,Ould Bouceif,6,4,1979,5,1979,1933,Male,1,46,46,0,Mauritania,0,6.5557127,0,0,0,0,0,NA
1323,NIR,436,Ousmane,16,4,1993,1,1996,1950,Male,0,43,46,3,Niger,0,10.03664684,0,0,0,0,0,250.602005
1324,NIR,436,Djibo,8,2,2010,4,2011,1965,Male,1,45,46,1,Niger,0,10.03664684,0,0,0,0,0,NA
1325,CON,484,Youlou,15,8,1960,8,1963,1917,Male,0,43,46,3,Congo,0,14.7676897,0,0,0,0,0,NA
1326,LEB,660,"Gemayel, Amin",23,9,1982,9,1988,1942,Male,0,40,46,6,Lebanon,0,44.24468231,0,0,0,0,0,NA
1327,SOL,940,Hilly,18,6,1993,10,1994,1948,Male,0,45,46,1,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1328,SOL,940,Sogavare,30,6,2000,12,2001,1955,Male,0,45,46,1,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1329,FIJ,950,Bainimarama,29,5,2000,7,2000,1954,Male,1,46,46,0,Fiji,0,4.390168667,0,0,0,0,0,NA
1330,HAI,41,Executive Council,2,4,1957,5,1957,1910,Male,1,47,47,0,Haiti,0,8.463083267,0,0,0,0,0,NA
1331,HAI,41,Cantave,20,5,1957,5,1957,1910,Male,1,47,47,0,Haiti,0,8.463083267,0,0,0,0,0,NA
1332,GUA,90,Arevalo,15,3,1945,3,1951,1904,Male,0,41,47,6,Guatemala,0,57.92138672,0,0,0,0,0,NA
1333,SAL,92,Cristiani,1,6,1989,6,1994,1947,Male,0,42,47,5,El Salvador,0,23.67197609,0,0,0,0,0,667.3809814
1334,COS,94,Echandi Jimenez,8,5,1958,5,1962,1915,Male,0,43,47,4,Costa Rica,0,51.94388962,0,0,0,0,0,NA
1335,SPN,230,Juan Carlos,1,11,1975,11,1975,1928,Male,0,47,47,0,Spain,1,1613.686157,1,0,0,0,0,NA
1336,YUG,345,Vucic,27,4,2014,5,2017,1970,Male,0,44,47,3,Yugoslavia/Serbia,0,,0,0,0,0,0,6598.939941
1337,BOS,346,Sarovic,28,10,2002,4,2003,1956,Male,0,46,47,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1338,DEN,390,Hedtoft,12,11,1947,10,1950,1903,Male,0,44,47,3,Denmark,1,376.5455627,1,0,0,0,0,NA
1339,DEN,390,Lokke Rasmussen,5,4,2009,10,2011,1964,Male,0,45,47,2,Denmark,1,376.5455627,1,0,0,0,0,NA
1340,ICE,395,Bjarni Benediktsson,11,1,2017,11,2017,1970,Male,0,47,47,0,Iceland,1,18.72134399,0,0,0,0,0,NA
1341,CHA,483,Malloum,15,4,1975,3,1979,1932,Male,1,43,47,4,Chad,1,13.45156574,0,0,0,0,0,NA
1342,CON,484,Debat,16,8,1963,9,1968,1921,Male,0,42,47,5,Congo,0,14.7676897,0,0,0,0,0,NA
1343,YPR,680,Ali Nassir Hassani,2,4,1980,1,1986,1939,Male,0,41,47,6,Yemen People's Republic,0,,0,0,0,0,0,NA
1344,BHU,760,Lyonpo Jigme Thinley,20,7,1998,7,1999,1952,Male,0,46,47,1,Bhutan,0,2.671625137,0,0,0,0,0,NA
1345,BHU,760,Lyonpo Sangay Ngedup,9,7,1999,7,2000,1953,Male,0,46,47,1,Bhutan,0,2.671625137,0,0,0,0,0,NA
1346,BNG,771,Syed Nazrul Islam,11,4,1971,1,1972,1925,Male,0,46,47,1,Bangladesh,0,220.5692444,0,0,0,0,0,NA
1347,THI,800,Thanon Kittakachorn,27,12,1957,10,1958,1911,Male,1,46,47,1,Thailand,0,471.7194214,0,0,0,0,0,NA
1348,THI,800,Vejjajiva,17,12,2008,8,2011,1964,Male,0,44,47,3,Thailand,0,471.7194214,0,0,0,0,0,4471.120117
1349,NEW,920,Lange,26,7,1984,8,1989,1942,Male,0,42,47,5,New Zealand,1,195.0801849,0,0,0,0,0,6919.02002
1350,NAU,970,Aroi,17,8,1989,12,1989,1942,Male,0,47,47,0,Nauru,0,NA,0,0,0,0,0,NA
1351,HAI,41,Sylvain,7,2,1957,4,1957,1909,Male,0,48,48,0,Haiti,0,8.463083267,0,0,0,0,0,NA
1352,HAI,41,Kebreau,14,6,1957,10,1957,1909,Male,1,48,48,0,Haiti,0,8.463083267,0,0,0,0,0,NA
1353,GRN,55,Paul Scoon,26,10,1983,12,1983,1935,Male,0,48,48,0,Grenada,0,1.093768597,0,0,0,0,0,NA
1354,GUA,90,Laugerud Garcia,1,7,1974,7,1978,1930,Male,1,44,48,4,Guatemala,0,57.92138672,0,0,0,0,0,NA
1355,GUA,90,Serrano Elias,14,1,1991,5,1993,1945,Male,0,46,48,2,Guatemala,0,57.92138672,0,0,0,0,0,916.0579834
1356,SAL,92,Portillo,25,1,1961,1,1962,1914,Male,1,47,48,1,El Salvador,0,23.67197609,0,0,0,0,0,NA
1357,URU,165,Bordaberry,1,3,1972,6,1976,1928,Male,0,44,48,4,Uruguay,0,52.29281616,0,0,0,0,0,NA
1358,NTH,210,Marijnen,24,7,1963,2,1965,1917,Male,0,46,48,2,Netherlands,1,977.1335449,1,0,0,0,0,NA
1359,FRN,220,Mendes-France,18,6,1954,2,1955,1907,Male,0,47,48,1,France,1,3003.629395,1,1,1,0,0,NA
1360,FRN,220,Faure,23,2,1955,1,1956,1908,Male,0,47,48,1,France,1,3003.629395,1,1,1,0,0,NA
1361,CZR,316,Tosovsky,17,12,1997,7,1998,1950,Male,0,47,48,1,Czech Republic,1,259.4513855,1,0,0,0,0,NA
1362,YUG,345,Dacic,27,7,2012,4,2014,1966,Male,0,46,48,2,Yugoslavia/Serbia,0,,0,0,0,0,0,6012.629883
1363,BOS,346,Dragan Covic,27,6,2003,2,2004,1956,Male,0,47,48,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1364,BOS,346,Zeljko Komsic,10,7,2011,3,2012,1964,Male,0,47,48,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1365,LIT,368,Paksas,26,2,2003,4,2004,1956,Male,0,47,48,1,Lithuania,1,52.08322525,1,0,0,0,0,5505.589844
1366,SWD,380,Ullsten,18,10,1978,10,1979,1931,Male,0,47,48,1,Sweden,1,604.5716553,1,0,0,0,0,NA
1367,CHA,483,Habre,19,6,1982,12,1990,1942,Male,0,40,48,8,Chad,1,13.45156574,0,0,0,0,0,NA
1368,DRC,490,Joseph Kabila,17,1,2001,1,2019,1971,Male,0,30,48,18,Democratic Republic of the Congo,0,38.80064392,0,0,0,0,0,NA
1369,SUD,625,al-Khalifa,1,11,1964,6,1965,1917,Male,0,47,48,1,Sudan,0,80.78089905,0,0,0,0,0,NA
1370,SUD,625,Al-Mirghani,6,5,1986,6,1989,1941,Male,0,45,48,3,Sudan,0,80.78089905,0,0,0,0,0,NA
1371,YAR,678,Saleh al-Hashidi,17,7,1978,5,1990,1942,Male,1,36,48,12,Yemen Arab Republic,0,,0,0,0,0,0,NA
1372,CAM,811,Sihanouk,9,11,1953,3,1970,1922,Male,0,31,48,17,Cambodia,0,22.30681038,0,0,0,0,0,NA
1373,RVN,817,Minh,1,11,1963,1,1964,1916,Male,0,47,48,1,Republic of Vietnam,0,,0,0,0,0,0,NA
1374,NEW,920,Rowling,6,9,1974,12,1975,1927,Male,0,47,48,1,New Zealand,1,195.0801849,0,0,0,0,0,NA
1375,NEW,920,Palmer,8,8,1989,9,1990,1942,Male,0,47,48,1,New Zealand,1,195.0801849,0,0,0,0,0,NA
1376,VAN,935,Kalpokas,6,9,1991,12,1991,1943,Male,0,48,48,0,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1377,TUV,947,Sopoaga,2,8,2002,8,2004,1956,Male,0,46,48,2,Tuvalu,0,,0,0,0,0,0,NA
1378,CUB,40,Prio Socarres,10,10,1948,3,1952,1903,Male,0,45,49,4,Cuba,0,,0,0,0,0,0,NA
1379,HAI,41,Magloire,10,5,1950,12,1956,1907,Male,1,43,49,6,Haiti,0,8.463083267,0,0,0,0,0,NA
1380,TRI,52,Manning,16,12,1991,11,1995,1946,Male,0,45,49,4,Trinidad and Tobago,0,21.80401611,0,0,0,0,0,4390.02002
1381,BAR,53,Thompson,16,1,2008,10,2010,1961,Male,0,47,49,2,Barbados,0,4.754680157,0,0,0,0,0,NA
1382,BLZ,80,Esquivel,17,12,1984,11,1989,1940,Male,0,44,49,5,Belize,0,,0,0,0,0,0,NA
1383,GUA,90,Cerezo,14,1,1986,1,1991,1942,Male,0,44,49,5,Guatemala,0,57.92138672,0,0,0,0,0,NA
1384,SAL,92,Lemus,14,9,1956,10,1960,1911,Male,1,45,49,4,El Salvador,0,23.67197609,0,0,0,0,0,NA
1385,COS,94,Arias,8,5,1986,5,1990,1941,Male,0,45,49,4,Costa Rica,0,51.94388962,0,0,0,0,0,1605.219971
1386,NTH,210,Zijlstra,22,11,1966,2,1967,1918,Male,0,48,49,1,Netherlands,1,977.1335449,1,0,0,0,0,NA
1387,SPN,230,Suarez Gonzalez,1,7,1976,2,1981,1932,Male,0,44,49,5,Spain,1,1613.686157,1,0,0,0,0,NA
1388,CZR,316,Necas,13,7,2010,7,2013,1964,Male,0,46,49,3,Czech Republic,1,259.4513855,1,0,0,0,0,19831.40039
1389,SLO,317,Moravcik,16,3,1994,12,1994,1945,Male,0,49,49,0,Slovakia,1,120.0403519,1,0,0,0,0,2938.630127
1390,ROM,360,Stolojan,1,10,1991,11,1992,1943,Male,0,48,49,1,Romania,0,239.9590149,1,0,0,0,0,NA
1391,GRG,372,Margvelashvili,17,11,2013,12,2018,1969,Male,0,44,49,5,Georgia,0,17.98207855,0,0,0,0,0,4340.709961
1392,SWD,380,Palme,14,10,1969,9,1976,1927,Male,0,42,49,7,Sweden,1,604.5716553,1,0,0,0,0,NA
1393,SWD,380,Reinfeldt,6,10,2006,10,2014,1965,Male,0,41,49,8,Sweden,1,604.5716553,1,0,0,0,0,46110.94922
1394,BFO,439,Zida,1,11,2014,11,2014,1965,Male,1,49,49,0,Burkina Faso,0,15.55943775,0,0,0,0,0,NA
1395,CON,484,Nguesso,8,2,1979,8,1992,1943,Male,1,36,49,13,Congo,0,14.7676897,0,0,0,0,0,989.9706421
1396,ALG,615,Bella,26,9,1962,6,1965,1916,Male,1,46,49,3,Algeria,0,209.8083954,0,0,0,0,0,NA
1397,BHU,760,Lyonpo Yeshey Zimba,20,7,2000,8,2001,1952,Male,0,48,49,1,Bhutan,0,2.671625137,0,0,0,0,0,NA
1398,MYA,775,U Nu,4,1,1948,6,1956,1907,Male,0,41,49,8,Myanmar,0,80.565979,0,0,0,0,0,NA
1399,MYA,775,Ne Win,29,10,1958,3,1960,1911,Male,1,47,49,2,Myanmar,0,80.565979,0,0,0,0,0,NA
1400,SRI,780,"Senanayake, Dudley",21,3,1960,7,1960,1911,Male,0,49,49,0,Sri Lanka,0,91.58349609,0,0,0,0,0,NA
1401,NEP,790,Tribhuvan,18,2,1951,3,1955,1906,Male,0,45,49,4,Nepal,0,25.46749687,0,0,0,0,0,NA
1402,VAN,935,Lini,30,7,1980,9,1991,1942,Male,0,38,49,11,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1403,VAN,935,Vohor,29,7,2004,12,2004,1955,Male,0,49,49,0,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1404,SOL,940,Darcy Lilo,16,11,2011,12,2014,1965,Male,0,46,49,3,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1405,NAU,970,Dowiyogo,12,12,1989,11,1995,1946,Male,0,43,49,6,Nauru,0,NA,0,0,0,0,0,NA
1406,HAI,41,Estime,16,8,1946,5,1950,1900,Male,0,46,50,4,Haiti,0,8.463083267,0,0,0,0,0,NA
1407,HON,91,Lopez Arellano,3,10,1963,6,1971,1921,Male,1,42,50,8,Honduras,0,22.7178154,0,0,0,0,0,NA
1408,SAL,92,Molina,1,7,1972,7,1977,1927,Male,1,45,50,5,El Salvador,0,23.67197609,0,0,0,0,0,NA
1409,UKG,200,Cameron,11,5,2010,7,2016,1966,Male,0,44,50,6,United Kingdom,1,2935.5979,0,1,1,0,0,39122.19141
1410,IRE,205,Bruton,15,12,1994,6,1997,1947,Male,0,47,50,3,Ireland,1,401.359314,1,0,0,0,0,NA
1411,FRN,220,Pleven,12,7,1950,2,1951,1901,Male,0,49,50,1,France,1,3003.629395,1,1,1,0,0,NA
1412,CRO,344,Milanovic,23,12,2011,1,2016,1966,Male,0,45,50,5,Croatia,0,68.37542725,1,0,0,0,0,14575.90039
1413,CRO,344,Oreskovic,22,1,2016,10,2016,1966,Male,0,50,50,0,Croatia,0,68.37542725,1,0,0,0,0,12367.7998
1414,BOS,346,Komsic,10,7,2013,3,2014,1964,Male,0,49,50,1,Bosnia and Herzegovina,0,21.42071915,0,0,0,0,0,NA
1415,DEN,390,Jorgensen,5,10,1972,12,1973,1923,Male,0,49,50,1,Denmark,1,376.5455627,1,0,0,0,0,NA
1416,NIR,436,Mainassara,27,1,1996,4,1999,1949,Male,1,47,50,3,Niger,0,10.03664684,0,0,0,0,0,191.3269958
1417,BFO,439,Zerbo,25,11,1980,11,1982,1932,Male,1,48,50,2,Burkina Faso,0,15.55943775,0,0,0,0,0,NA
1418,SOM,520,Shermarke,10,7,1967,10,1969,1919,Male,0,48,50,2,Somalia,0,,0,0,0,0,0,NA
1419,YAR,678,AL-Sallal,27,9,1962,11,1967,1917,Male,1,45,50,5,Yemen Arab Republic,0,,0,0,0,0,0,NA
1420,THI,800,Thanin Kraivichien,22,10,1976,10,1977,1927,Male,0,49,50,1,Thailand,0,471.7194214,0,0,0,0,0,412.1080017
1421,PHI,840,Magsaysay,30,12,1953,3,1957,1907,Male,1,46,50,4,Philippines,0,362.1260376,0,0,0,0,0,NA
1422,VAN,935,Sope,25,11,1999,4,2001,1951,Male,0,48,50,2,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1423,VAN,935,Natapei,13,4,2001,7,2004,1954,Male,0,47,50,3,Vanuatu,0,0.887696147,0,0,0,0,0,NA
1424,SOL,940,Mamaloni,28,3,1989,6,1993,1943,Male,0,46,50,4,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1425,SOL,940,Ulufa'alu,27,8,1997,6,2000,1950,Male,0,47,50,3,Solomon Islands,0,1.009636402,0,0,0,0,0,NA
1426,NAU,970,Dowiyogo,11,11,1996,11,1996,1946,Male,0,50,50,0,Nauru,0,NA,0,0,0,0,0,NA
1427,HAI,41,Aristide,8,2,2001,2,2004,1953,Male,0,48,51,3,Haiti,0,8.463083267,0,0,0,0,0,NA
1428,GUA,90,Morales,14,1,2016,1,2020,1969,Male,0,47,51,4,Guatemala,0,57.92138672,0,0,0,0,0,NA
1429,HON,91,Paz Garcia,7,8,1978,1,1982,1931,Male,1,47,51,4,Honduras,0,22.7178154,0,0,0,0,0,NA
1430,HON,91,Callejas,27,1,1990,1,1994,1943,Male,0,47,51,4,Honduras,0,22.7178154,0,0,0,0,0,NA
1431,SAL,92,Calderon Sol,1,6,1994,6,1999,1948,Male,0,46,51,5,El Salvador,0,23.67197609,0,0,0,0,0,1386.170044
1432,PAR,150,Federico Franco,12,6,2012,8,2013,1962,Male,0,50,51,1,Paraguay,0,40.09375381,0,0,0,0,0,NA
1433,URU,165,Heber Usher,1,3,1966,3,1967,1916,Male,0,50,51,1,Uruguay,0,52.29281616,0,0,0,0,0,NA
1434,IRE,205,B. Cowen,7,5,2008,3,2011,1960,Male,0,48,51,3,Ireland,1,401.359314,1,0,0,0,0,NA
1435,NTH,210,van Agt,19,12,1977,11,1982,1931,Male,0,46,51,5,Netherlands,1,977.1335449,1,0,0,0,0,9138.526367
1436,FRN,220,Bidault,28,10,1949,6,1950,1899,Male,0,50,51,1,France,1,3003.629395,1,1,1,0,0,NA
1437,FRN,220,Pleven,8,8,1951,1,1952,1901,Male,0,50,51,1,France,1,3003.629395,1,1,1,0,0,NA
1438,FRN,220,Pflimin,14,5,1958,5,1958,1907,Male,0,51,51,0,France,1,3003.629395,1,1,1,0,0,NA
1439,SPN,230,Aznar,5,5,1996,4,2004,1953,Male,0,43,51,8,Spain,1,1613.686157,1,0,0,0,0,16055.96973
1440,SPN,230,Rodriguez Zapatero,17,4,2004,12,2011,1960,Male,0,44,51,7,Spain,1,1613.686157,1,0,0,0,0,24989.66016
1441,SLO,317,Dzurinda,30,10,1998,7,2006,1955,Male,0,43,51,8,Slovakia,1,120.0403519,1,0,0,0,0,NA
1442,YUG,345,Marovic,7,3,2003,6,2006,1955,Male,0,48,51,3,Yugoslavia/Serbia,0,,0,0,0,0,0,2836.540039
1443,YUG,345,Ivica Dačić,31,5,2017,6,2017,1966,Male,0,51,51,0,Yugoslavia/Serbia,0,,0,0,0,0,0,6284.200195
1444,ROM,360,Isarescu,22,12,1999,12,2000,1949,Male,0,50,51,1,Romania,0,239.9590149,1,0,0,0,0,NA
1445,LAT,367,Berzins,5,5,2000,11,2002,1951,Male,0,49,51,2,Latvia,1,33.74955368,1,0,0,0,0,NA
1446,LIT,368,Paulauskas,6,4,2004,7,2004,1953,Male,0,51,51,0,Lithuania,1,52.08322525,1,0,0,0,0,6706.030273
1447,DEN,390,Eriksen,28,10,1950,9,1953,1902,Male,0,48,51,3,Denmark,1,376.5455627,1,0,0,0,0,NA
1448,DEN,390,Baunsgaard,18,2,1968,10,1971,1920,Male,0,48,51,3,Denmark,1,376.5455627,1,0,0,0,0,NA
1449,CAP,402,Veiga,4,4,1991,7,2000,1949,Male,0,42,51,9,Cape Verde,0,,0,0,0,0,0,NA
1450,CAP,402,do Rosario,29,7,2000,2,2001,1950,Male,0,50,51,1,Cape Verde,0,,0,0,0,0,0,NA
1451,CEN,482,Dacko,21,9,1979,9,1981,1930,Male,0,49,51,2,Central African Republic,0,1.786801457,0,0,0,0,0,NA
1452,ALG,615,Boumedienne,19,6,1965,12,1978,1927,Male,1,38,51,13,Algeria,0,209.8083954,0,0,0,0,0,NA
1453,YPR,680,Attas,24,1,1986,5,1990,1939,Male,0,47,51,4,Yemen People's Republic,0,,0,0,0,0,0,NA
1454,MON,712,Enkhbayar,24,6,2005,6,2009,1958,Male,0,47,51,4,Mongolia,0,14.70799732,0,0,0,0,0,989.177002
1455,MYA,775,U Nu,28,2,1957,10,1958,1907,Male,0,50,51,1,Myanmar,0,80.565979,0,0,0,0,0,NA
1456,NEP,790,Sher Bahadur Deuba,12,9,1995,3,1997,1946,Male,0,49,51,2,Nepal,0,25.46749687,0,0,0,0,0,NA
1457,THI,800,Pote Sarasin,21,9,1957,12,1957,1906,Male,0,51,51,0,Thailand,0,471.7194214,0,0,0,0,0,NA
1458,CAM,811,Heng Samrin,7,1,1979,1,1985,1934,Male,1,45,51,6,Cambodia,0,22.30681038,0,0,0,0,0,NA
1459,AUL,900,Keating,19,12,1991,3,1996,1945,Male,0,46,51,5,Australia,1,1542.391357,0,0,1,0,0,NA
1460,NEW,920,Kirk,8,12,1972,8,1974,1923,Male,0,49,51,2,New Zealand,1,195.0801849,0,0,0,0,0,NA
1461,VAN,935,Kalosil,23,3,2013,5,2014,1963,Male,0,50,51,1,Vanuatu,0,0.887696147,0,0,0,0,0,NA
