id,stateabb,ccode,leader,s_date,s_month,start_year,e_month,end_year,birthyear,gender,military_career,start_age,end_age,duration,country,oecd,gdp,eu27,gseven,gtwenty,brics,label,pcgdp
743,FIN,375,Katainen,22,6,2011,6,2014,1971,Male,0,40,43,3,Finland,1,276.4678955,1,0,0,0,0,50971.26953
744,BEL,211,Charles Michel,11,10,2014,10,2019,1975,Male,0,39,44,5,Belgium,1,545.7258911,1,0,0,0,0,47550.23047
745,TUR,640,Yilmaz,24,6,1991,11,1991,1947,Male,0,44,44,0,Turkey,1,1251.907471,0,0,1,0,0,3686.179932
746,BEL,211,"Eyskens, G.",10,8,1949,3,1950,1905,Male,0,44,45,1,Belgium,1,545.7258911,1,0,0,0,0,NA
747,BEL,211,Martens,3,4,1979,4,1981,1936,Male,0,43,45,2,Belgium,1,545.7258911,1,0,0,0,0,NA
748,ITA,325,Goria,29,7,1987,4,1988,1943,Male,0,44,45,1,Italy,1,2146.763672,1,1,1,0,0,14387.76074
749,GRC,350,Tsipras,21,9,2015,7,2019,1974,Male,0,41,45,4,Greece,1,263.1925964,1,0,0,0,0,18114.7207
750,EST,366,Vahi,30,1,1992,10,1992,1947,Male,0,45,45,0,Estonia,1,27.97618675,1,0,0,0,0,1402.499023
751,USA,2,Kennedy,20,1,1961,11,1963,1917,Male,0,44,46,2,United States of America,1,18637.89648,0,1,1,0,1,NA
752,MEX,70,Salinas,1,12,1988,11,1994,1948,Male,0,40,46,6,Mexico,1,1337.582275,0,0,1,0,0,2459.98999
753,CZE,315,Calfa,17,12,1989,7,1992,1946,Male,0,43,46,3,Czechoslovakia,0,,0,0,0,0,0,NA
754,ITA,325,Fanfani,18,1,1954,1,1954,1908,Male,0,46,46,0,Italy,1,2146.763672,1,1,1,0,0,NA
755,COL,100,Trujillo,7,8,1990,8,1994,1947,Male,0,43,47,4,Colombia,1,402.8945007,0,0,0,0,0,1637.51001
756,BEL,211,van Houtte,15,1,1952,4,1954,1907,Male,0,45,47,2,Belgium,1,545.7258911,1,0,0,0,0,NA
757,POL,290,Schetyna,8,7,2010,8,2010,1963,Male,0,47,47,0,Poland,1,680.4194946,1,0,0,0,0,12601.9209
758,CZE,315,Dubcek,5,1,1968,8,1968,1921,Male,0,47,47,0,Czechoslovakia,0,,0,0,0,0,0,NA
759,FIN,375,Stubb,24,6,2014,5,2015,1968,Male,0,46,47,1,Finland,1,276.4678955,1,0,0,0,0,NA
760,NOR,385,Jagland,25,10,1996,10,1997,1950,Male,0,46,47,1,Norway,1,509.5954285,0,0,0,0,0,NA
761,TUR,640,Demirel,27,10,1965,3,1971,1924,Male,0,41,47,6,Turkey,1,1251.907471,0,0,1,0,0,NA
762,COL,100,Paris,10,5,1957,8,1958,1910,Male,1,47,48,1,Colombia,1,402.8945007,0,0,0,0,0,NA
763,COL,100,Pizano,7,8,1994,8,1998,1950,Male,0,44,48,4,Colombia,1,402.8945007,0,0,0,0,0,2640.389893
764,COL,100,Arango,7,8,1998,8,2002,1954,Male,0,44,48,4,Colombia,1,402.8945007,0,0,0,0,0,2992.939941
765,BEL,211,"Eyskens, M.",6,4,1981,12,1981,1933,Male,0,48,48,0,Belgium,1,545.7258911,1,0,0,0,0,10421.61035
766,BEL,211,Leterme,20,3,2008,12,2008,1960,Male,0,48,48,0,Belgium,1,545.7258911,1,0,0,0,0,NA
767,AUS,305,Gusenbauer,11,1,2007,12,2008,1960,Male,0,47,48,1,Austria,1,459.7033691,1,0,0,0,0,NA
768,HUN,310,Ferenc Gyurcsany,29,9,2004,4,2009,1961,Male,0,43,48,5,Hungary,1,174.3433838,1,0,0,0,0,NA
769,ITA,325,Letta,28,4,2013,2,2014,1966,Male,0,47,48,1,Italy,1,2146.763672,1,1,1,0,0,35219.32813
770,MEX,70,Aleman Valdes,1,12,1946,12,1952,1903,Male,0,43,49,6,Mexico,1,1337.582275,0,0,1,0,0,NA
771,MEX,70,Zedillo,1,12,1994,11,2000,1951,Male,0,43,49,6,Mexico,1,1337.582275,0,0,1,0,0,5672.010254
772,BEL,211,Vanden Boeynants,19,3,1966,6,1968,1919,Male,0,47,49,2,Belgium,1,545.7258911,1,0,0,0,0,NA
773,TUR,640,Ecevit,25,1,1974,11,1974,1925,Male,0,49,49,0,Turkey,1,1251.907471,0,0,1,0,0,NA
774,TUR,640,Yilmaz,6,3,1996,6,1996,1947,Male,0,49,49,0,Turkey,1,1251.907471,0,0,1,0,0,NA
775,MEX,70,Calderon,1,12,2006,11,2012,1962,Male,0,44,50,6,Mexico,1,1337.582275,0,0,1,0,0,8997.269531
776,BEL,211,Duvieusart,8,6,1950,8,1950,1900,Male,0,50,50,0,Belgium,1,545.7258911,1,0,0,0,0,NA
777,POL,290,Ochab,20,3,1956,10,1956,1906,Male,0,50,50,0,Poland,1,680.4194946,1,0,0,0,0,NA
778,EST,366,Vahi,17,4,1995,3,1997,1947,Male,0,48,50,2,Estonia,1,27.97618675,1,0,0,0,0,2717.900146
779,ISR,666,Netanyahu,18,6,1996,7,1999,1949,Male,0,47,50,3,Israel,1,330.3829041,0,0,0,0,0,19334.85938
780,COL,100,Pastrana Borrero,7,8,1970,8,1974,1923,Male,0,47,51,4,Colombia,1,402.8945007,0,0,0,0,0,NA
781,BEL,211,Lefevre,25,4,1961,7,1965,1914,Male,0,47,51,4,Belgium,1,545.7258911,1,0,0,0,0,NA
782,BEL,211,Leterme,25,11,2009,12,2011,1960,Male,0,49,51,2,Belgium,1,545.7258911,1,0,0,0,0,NA
783,LUX,212,Thorn G.,15,6,1974,7,1979,1928,Male,0,46,51,5,Luxembourg,1,68.47510529,1,0,0,0,0,NA
784,POL,290,Kwasniewski,23,12,1995,12,2005,1954,Male,0,41,51,10,Poland,1,680.4194946,1,0,0,0,0,3605.160156
785,AUS,305,Figl,28,11,1945,4,1953,1902,Male,0,43,51,8,Austria,1,459.7033691,1,0,0,0,0,NA
786,AUS,305,Kern,17,5,2016,11,2017,1966,Male,0,50,51,1,Austria,1,459.7033691,1,0,0,0,0,45105.30859
787,ITA,325,Fanfani,2,7,1958,1,1959,1908,Male,0,50,51,1,Italy,1,2146.763672,1,1,1,0,0,NA
788,ITA,325,D'Alema,21,10,1998,4,2000,1949,Male,0,49,51,2,Italy,1,2146.763672,1,1,1,0,0,NA
789,GRC,350,Karamanlis,6,10,1955,3,1958,1907,Male,0,48,51,3,Greece,1,263.1925964,1,0,0,0,0,NA
790,GRC,350,Ionannides,25,11,1973,7,1974,1923,Male,1,50,51,1,Greece,1,263.1925964,1,0,0,0,0,NA
791,NOR,385,Bondevik,17,10,1997,8,1998,1947,Male,0,50,51,1,Norway,1,509.5954285,0,0,0,0,0,36561.41016
792,ISR,666,Allon,26,2,1969,3,1969,1918,Male,1,51,51,0,Israel,1,330.3829041,0,0,0,0,0,NA
793,MEX,70,Enrique Pena Nieto,1,12,2012,11,2018,1966,Male,0,46,52,6,Mexico,1,1337.582275,0,0,1,0,0,10261.0498
794,POL,290,Walesa,22,12,1990,12,1995,1943,Male,0,47,52,5,Poland,1,680.4194946,1,0,0,0,0,1625.839966
795,CZE,315,Strasky,1,7,1992,12,1992,1940,Male,0,52,52,0,Czechoslovakia,0,,0,0,0,0,0,NA
796,ITA,325,Pella,15,8,1953,1,1954,1902,Male,0,51,52,1,Italy,1,2146.763672,1,1,1,0,0,NA
797,ITA,325,Moro,5,12,1963,6,1968,1916,Male,0,47,52,5,Italy,1,2146.763672,1,1,1,0,0,NA
798,ITA,325,Colombo,6,8,1970,1,1972,1920,Male,0,50,52,2,Italy,1,2146.763672,1,1,1,0,0,NA
799,ITA,325,Cossiga,5,8,1979,10,1980,1928,Male,0,51,52,1,Italy,1,2146.763672,1,1,1,0,0,7076.010254
800,TUR,640,Ecevit,21,6,1977,7,1977,1925,Male,0,52,52,0,Turkey,1,1251.907471,0,0,1,0,0,1945.581299
801,TUR,640,Yilmaz,30,6,1997,1,1999,1947,Male,0,50,52,2,Turkey,1,1251.907471,0,0,1,0,0,NA
802,AUS,305,Klima,28,1,1997,2,2000,1947,Male,0,50,53,3,Austria,1,459.7033691,1,0,0,0,0,NA
803,ITA,325,Craxi,4,8,1983,4,1987,1934,Male,0,49,53,4,Italy,1,2146.763672,1,1,1,0,0,7937.299805
804,GRC,350,Kostas Karamanlis,10,3,2004,10,2009,1956,Male,0,48,53,5,Greece,1,263.1925964,1,0,0,0,0,22007.84961
805,EST,366,Siimann,17,3,1997,3,1999,1946,Male,0,51,53,2,Estonia,1,27.97618675,1,0,0,0,0,NA
806,NOR,385,Bondevik,24,9,1998,3,2000,1947,Male,0,51,53,2,Norway,1,509.5954285,0,0,0,0,0,NA
807,TUR,640,Demirel,31,3,1975,6,1977,1924,Male,0,51,53,2,Turkey,1,1251.907471,0,0,1,0,0,1548.938477
808,TUR,640,Demirel,21,7,1977,12,1977,1924,Male,0,53,53,0,Turkey,1,1251.907471,0,0,1,0,0,1945.581299
809,TUR,640,Abdullah Gul,19,11,2002,3,2003,1950,Male,0,52,53,1,Turkey,1,1251.907471,0,0,1,0,0,3589.389893
810,JPN,740,Shinzo Abe,26,9,2006,9,2007,1954,Male,0,52,53,1,Japan,1,6272.250488,0,1,1,0,0,NA
811,CAN,20,Mulroney,17,9,1984,6,1993,1939,Male,0,45,54,9,Canada,1,1980.978027,0,1,1,0,0,13947.17969
812,MEX,70,Lopez Mateos,1,12,1958,12,1964,1910,Male,0,48,54,6,Mexico,1,1337.582275,0,0,1,0,0,NA
813,MEX,70,Echeverria Alvarez,1,12,1970,12,1976,1922,Male,0,48,54,6,Mexico,1,1337.582275,0,0,1,0,0,NA
814,MEX,70,de La Madrid,1,12,1982,12,1988,1934,Male,0,48,54,6,Mexico,1,1337.582275,0,0,1,0,0,2934.850098
815,CHL,155,Gonzalez Videla,3,11,1946,11,1952,1898,Male,0,48,54,6,Chile,0,297.6228943,0,0,0,0,0,NA
816,POL,290,Kania,6,9,1980,10,1981,1927,Male,0,53,54,1,Poland,1,680.4194946,1,0,0,0,0,NA
817,AUS,305,Loeger,28,5,2019,6,2019,1965,Male,0,54,54,0,Austria,1,459.7033691,1,0,0,0,0,50022.60938
818,ITA,325,Scelba,9,2,1954,6,1955,1901,Male,0,53,54,1,Italy,1,2146.763672,1,1,1,0,0,NA
819,ITA,325,Andreotti,18,2,1972,6,1973,1919,Male,0,53,54,1,Italy,1,2146.763672,1,1,1,0,0,NA
820,GRC,350,Karamanlis,17,5,1958,9,1961,1907,Male,0,51,54,3,Greece,1,263.1925964,1,0,0,0,0,NA
821,GRC,350,Papadopoulos,13,12,1967,11,1973,1919,Male,1,48,54,6,Greece,1,263.1925964,1,0,0,0,0,NA
822,NOR,385,Gerhardsen,26,6,1945,11,1951,1897,Male,0,48,54,6,Norway,1,509.5954285,0,0,0,0,0,NA
823,NOR,385,Nordli,9,1,1976,2,1981,1927,Male,0,49,54,5,Norway,1,509.5954285,0,0,0,0,0,NA
824,NOR,385,Stoltenberg,17,10,2005,10,2013,1959,Male,0,46,54,8,Norway,1,509.5954285,0,0,0,0,0,66687.78906
825,TUR,640,Ecevit,1,1,1978,11,1979,1925,Male,0,53,54,1,Turkey,1,1251.907471,0,0,1,0,0,NA
826,ISR,666,Peres,8,4,1977,6,1977,1923,Male,0,54,54,0,Israel,1,330.3829041,0,0,0,0,0,4687.515625
827,USA,2,Clinton,20,1,1993,1,2001,1946,Male,0,47,55,8,United States of America,1,18637.89648,0,1,1,0,0,NA
828,CAN,20,Turner,30,6,1984,9,1984,1929,Male,0,55,55,0,Canada,1,1980.978027,0,1,1,0,0,13947.17969
829,BEL,211,Harmel,27,7,1965,2,1966,1911,Male,0,54,55,1,Belgium,1,545.7258911,1,0,0,0,0,NA
830,BEL,211,Verhofstadt,12,7,1999,3,2008,1953,Male,0,46,55,9,Belgium,1,545.7258911,1,0,0,0,0,25509.5
831,ITA,325,Fanfani,26,7,1960,5,1963,1908,Male,0,52,55,3,Italy,1,2146.763672,1,1,1,0,0,NA
832,ITA,325,Leone,21,6,1963,11,1963,1908,Male,0,55,55,0,Italy,1,2146.763672,1,1,1,0,0,NA
833,ITA,325,Rumor,13,12,1968,7,1970,1915,Male,0,53,55,2,Italy,1,2146.763672,1,1,1,0,0,NA
834,ITA,325,Amato,28,6,1992,4,1993,1938,Male,0,54,55,1,Italy,1,2146.763672,1,1,1,0,0,23119.68945
835,EST,366,Tarand,8,11,1994,4,1995,1940,Male,0,54,55,1,Estonia,1,27.97618675,1,0,0,0,0,NA
836,EST,366,Kallas,28,1,2002,4,2003,1948,Male,0,54,55,1,Estonia,1,27.97618675,1,0,0,0,0,NA
837,FIN,375,Vanhanen,24,6,2003,6,2010,1955,Male,0,48,55,7,Finland,1,276.4678955,1,0,0,0,0,32922.82031
838,TUR,640,Talu,15,4,1973,1,1974,1919,Male,0,54,55,1,Turkey,1,1251.907471,0,0,1,0,0,NA
839,ISR,666,Rabin,3,6,1974,4,1977,1922,Male,1,52,55,3,Israel,1,330.3829041,0,0,0,0,0,NA
840,JPN,740,Yoshihiko Noda,2,9,2011,12,2012,1957,Male,0,54,55,1,Japan,1,6272.250488,0,1,1,0,0,NA
841,USA,2,Obama,20,1,2009,1,2017,1961,Male,0,48,56,8,United States of America,1,18637.89648,0,1,1,0,1,NA
842,CAN,20,Harper,6,2,2006,11,2015,1959,Male,0,47,56,9,Canada,1,1980.978027,0,1,1,0,0,40558.02734
843,COL,100,Lleras Camargo,7,8,1958,8,1962,1906,Male,0,52,56,4,Colombia,1,402.8945007,0,0,0,0,0,NA
844,BEL,211,"Eyskens, G.",25,6,1958,3,1961,1905,Male,0,53,56,3,Belgium,1,545.7258911,1,0,0,0,0,NA
845,BEL,211,Tindemans,25,4,1974,10,1978,1922,Male,0,52,56,4,Belgium,1,545.7258911,1,0,0,0,0,NA
846,BEL,211,Martens,17,12,1981,3,1992,1936,Male,0,45,56,11,Belgium,1,545.7258911,1,0,0,0,0,10421.61035
847,AUS,305,Faymann,2,12,2008,5,2016,1960,Male,0,48,56,8,Austria,1,459.7033691,1,0,0,0,0,51914.00781
848,ITA,325,Forlani,18,10,1980,5,1981,1925,Male,0,55,56,1,Italy,1,2146.763672,1,1,1,0,0,NA
849,GRC,350,S. Venizelos,23,3,1950,4,1950,1894,Male,0,56,56,0,Greece,1,263.1925964,1,0,0,0,0,NA
850,GRC,350,Karamanlis,4,11,1961,6,1963,1907,Male,0,54,56,2,Greece,1,263.1925964,1,0,0,0,0,NA
851,TUR,640,Demirel,12,11,1979,9,1980,1924,Male,0,55,56,1,Turkey,1,1251.907471,0,0,1,0,0,2834.084961
852,TUR,640,Akbulut,9,11,1989,6,1991,1935,Male,0,54,56,2,Turkey,1,1251.907471,0,0,1,0,0,NA
853,JPN,740,Tanaka,6,7,1972,12,1974,1918,Male,0,54,56,2,Japan,1,6272.250488,0,1,1,0,0,NA
854,JPN,740,Hosokawa,9,8,1993,4,1994,1938,Male,0,55,56,1,Japan,1,6272.250488,0,1,1,0,0,35698.91016
855,USA,2,Carter,20,1,1977,1,1981,1924,Male,0,53,57,4,United States of America,1,18637.89648,0,1,1,0,0,NA
856,COL,100,Rojas Pinillia,13,6,1953,5,1957,1900,Male,1,53,57,4,Colombia,1,402.8945007,0,0,0,0,0,NA
857,COL,100,Guillermo-Leon,7,8,1962,8,1966,1909,Male,0,53,57,4,Colombia,1,402.8945007,0,0,0,0,0,NA
858,AUS,305,Sinowatz,24,5,1983,6,1986,1929,Male,0,54,57,3,Austria,1,459.7033691,1,0,0,0,0,9417.240234
859,HUN,310,Szuros,18,10,1989,5,1990,1933,Male,0,56,57,1,Hungary,1,174.3433838,1,0,0,0,0,NA
860,CZE,315,Gottwald,7,6,1948,3,1953,1896,Male,0,52,57,5,Czechoslovakia,0,,0,0,0,0,0,NA
861,ITA,325,Spadolini,28,6,1981,11,1982,1925,Male,0,56,57,1,Italy,1,2146.763672,1,1,1,0,0,NA
862,GRC,350,S. Venizelos,21,8,1950,11,1951,1894,Male,0,56,57,1,Greece,1,263.1925964,1,0,0,0,0,NA
863,GRC,350,Tsokhatzopulos,20,11,1995,1,1996,1939,Male,0,56,57,1,Greece,1,263.1925964,1,0,0,0,0,NA
864,FIN,375,Antti Rinne,6,6,2019,12,2019,1962,Male,0,57,57,0,Finland,1,276.4678955,1,0,0,0,0,48868.74219
865,NOR,385,Korvald,17,10,1972,10,1973,1916,Male,0,56,57,1,Norway,1,509.5954285,0,0,0,0,0,NA
866,JPN,740,Matthew Bunker Ridgway,11,4,1951,4,1952,1895,Male,1,56,57,1,Japan,1,6272.250488,0,1,1,0,0,NA
867,COL,100,Alvaro Uribe Velez,8,8,2002,8,2010,1952,Male,0,50,58,8,Colombia,1,402.8945007,0,0,0,0,0,2347.51001
868,CHL,155,Frei Ruiz-Tagle,11,3,1994,3,2000,1942,Male,0,52,58,6,Chile,0,297.6228943,0,0,0,0,0,NA
869,LUX,212,Santer,20,7,1984,1,1995,1937,Male,0,47,58,11,Luxembourg,1,68.47510529,1,0,0,0,0,NA
870,POL,290,Komorowski,10,4,2010,7,2010,1952,Male,0,58,58,0,Poland,1,680.4194946,1,0,0,0,0,12601.9209
871,HUN,310,Gero,18,7,1956,10,1956,1898,Male,1,58,58,0,Hungary,1,174.3433838,1,0,0,0,0,NA
872,GRC,350,Tsirimokos,20,8,1965,8,1965,1907,Male,0,58,58,0,Greece,1,263.1925964,1,0,0,0,0,NA
873,EST,366,Ansip,13,4,2005,3,2014,1956,Male,0,49,58,9,Estonia,1,27.97618675,1,0,0,0,0,NA
874,FIN,375,Sipila,29,5,2015,6,2019,1961,Male,0,54,58,4,Finland,1,276.4678955,1,0,0,0,0,42576.48828
875,NOR,385,Lyng,27,8,1963,9,1963,1905,Male,0,58,58,0,Norway,1,509.5954285,0,0,0,0,0,NA
876,NOR,385,Borten,12,10,1965,3,1971,1913,Male,0,52,58,6,Norway,1,509.5954285,0,0,0,0,0,NA
877,NOR,385,Willoch,14,10,1981,5,1986,1928,Male,0,53,58,5,Norway,1,509.5954285,0,0,0,0,0,15484.68066
878,NOR,385,Bondevik,19,10,2001,10,2005,1947,Male,0,54,58,4,Norway,1,509.5954285,0,0,0,0,0,38494.71094
879,MEX,70,Diaz Ordaz,1,12,1964,12,1970,1911,Male,0,53,59,6,Mexico,1,1337.582275,0,0,1,0,0,NA
880,COL,100,Ospina Perez,7,8,1946,8,1950,1891,Male,0,55,59,4,Colombia,1,402.8945007,0,0,0,0,0,NA
881,CHL,155,Frei Montalva,3,11,1964,11,1970,1911,Male,0,53,59,6,Chile,0,297.6228943,0,0,0,0,0,NA
882,BEL,211,Leburton,26,1,1973,4,1974,1915,Male,0,58,59,1,Belgium,1,545.7258911,1,0,0,0,0,NA
883,BEL,211,Dehaene,7,3,1992,7,1999,1940,Male,0,52,59,7,Belgium,1,545.7258911,1,0,0,0,0,NA
884,LUX,212,Juncker,20,1,1995,12,2013,1954,Male,0,41,59,18,Luxembourg,1,68.47510529,1,0,0,0,0,NA
885,HUN,310,Grosz,22,5,1988,10,1989,1930,Male,0,58,59,1,Hungary,1,174.3433838,1,0,0,0,0,NA
886,ITA,325,Tambroni,25,3,1960,7,1960,1901,Male,0,59,59,0,Italy,1,2146.763672,1,1,1,0,0,NA
887,ITA,325,Rumor,8,7,1973,11,1974,1915,Male,0,58,59,1,Italy,1,2146.763672,1,1,1,0,0,NA
888,ITA,325,Berlusconi,11,5,1994,1,1995,1936,Male,0,58,59,1,Italy,1,2146.763672,1,1,1,0,0,19152.12891
889,ITA,325,Prodi,18,5,1996,10,1998,1939,Male,0,57,59,2,Italy,1,2146.763672,1,1,1,0,0,23032.91016
890,GRC,350,Georgios Papandreou,6,10,2009,11,2011,1952,Male,0,57,59,2,Greece,1,263.1925964,1,0,0,0,0,29819.22852
891,ISR,666,Barak,6,7,1999,3,2001,1942,Male,1,57,59,2,Israel,1,330.3829041,0,0,0,0,0,19127.56055
892,JPN,740,Hata,25,4,1994,6,1994,1935,Male,0,59,59,0,Japan,1,6272.250488,0,1,1,0,0,NA
893,CAN,20,Trudeau,20,4,1968,6,1979,1919,Male,0,49,60,11,Canada,1,1980.978027,0,1,1,0,0,NA
894,BEL,211,van Acker,22,4,1954,6,1958,1898,Male,1,56,60,4,Belgium,1,545.7258911,1,0,0,0,0,NA
895,BEL,211,Vanden Boeynants,20,10,1978,4,1979,1919,Male,0,59,60,1,Belgium,1,545.7258911,1,0,0,0,0,10075.74023
896,AUS,305,Klaus,2,4,1964,3,1970,1910,Male,0,54,60,6,Austria,1,459.7033691,1,0,0,0,0,NA
897,AUS,305,Vranitzky,16,6,1986,1,1997,1937,Male,0,49,60,11,Austria,1,459.7033691,1,0,0,0,0,12886.09961
898,HUN,310,Nagy,25,10,1956,11,1956,1896,Male,1,60,60,0,Hungary,1,174.3433838,1,0,0,0,0,NA
899,ITA,325,Leone,25,6,1968,11,1968,1908,Male,0,60,60,0,Italy,1,2146.763672,1,1,1,0,0,NA
900,ITA,325,Moro,23,11,1974,7,1976,1916,Male,0,58,60,2,Italy,1,2146.763672,1,1,1,0,0,NA
901,ITA,325,Andreotti,30,7,1976,8,1979,1919,Male,0,57,60,3,Italy,1,2146.763672,1,1,1,0,0,4082.559082
902,GRC,350,Kiousopoulos,11,10,1952,11,1952,1892,Male,0,60,60,0,Greece,1,263.1925964,1,0,0,0,0,NA
903,NOR,385,Syse,16,10,1989,11,1990,1930,Male,0,59,60,1,Norway,1,509.5954285,0,0,0,0,0,24245.45117
904,TUR,640,Erim,19,3,1971,4,1972,1912,Male,0,59,60,1,Turkey,1,1251.907471,0,0,1,0,0,NA
905,JPN,740,Kaifu,9,8,1989,11,1991,1931,Male,0,58,60,2,Japan,1,6272.250488,0,1,1,0,0,24830.99023
906,USA,2,Johnson,22,11,1963,1,1969,1908,Male,0,55,61,6,United States of America,1,18637.89648,0,1,1,0,0,NA
907,USA,2,Nixon,20,1,1969,8,1974,1913,Male,0,56,61,5,United States of America,1,18637.89648,0,1,1,0,0,NA
908,LUX,212,Werner,7,3,1959,5,1974,1913,Male,0,46,61,15,Luxembourg,1,68.47510529,1,0,0,0,0,NA
909,POL,290,Kaczynski,23,12,2005,4,2010,1949,Male,0,56,61,5,Poland,1,680.4194946,1,0,0,0,0,8019.770508
910,AUS,305,Mitterlehner,9,5,2016,5,2016,1955,Male,0,61,61,0,Austria,1,459.7033691,1,0,0,0,0,45105.30859
911,HUN,310,Antall,3,5,1990,12,1993,1932,Male,0,58,61,3,Hungary,1,174.3433838,1,0,0,0,0,NA
912,ITA,325,Mita,13,4,1988,7,1989,1928,Male,0,60,61,1,Italy,1,2146.763672,1,1,1,0,0,NA
913,TUR,640,Menderes,22,5,1950,5,1960,1899,Male,0,51,61,10,Turkey,1,1251.907471,0,0,1,0,0,NA
914,ISR,666,Sharett,8,1,1954,11,1955,1894,Male,0,60,61,1,Israel,1,330.3829041,0,0,0,0,0,NA
915,JPN,740,Hashimoto,11,1,1996,7,1998,1937,Male,0,59,61,2,Japan,1,6272.250488,0,1,1,0,0,38450.96094
916,MEX,70,Lopez Portillo,1,12,1976,12,1982,1920,Male,0,56,62,6,Mexico,1,1337.582275,0,0,1,0,0,1582.60498
917,COL,100,Laureanco Gomez,7,8,1950,11,1951,1889,Male,0,61,62,1,Colombia,1,402.8945007,0,0,0,0,0,NA
918,COL,100,Lleras Restropo,7,8,1966,8,1970,1908,Male,0,58,62,4,Colombia,1,402.8945007,0,0,0,0,0,NA
919,BEL,211,van Rompuy,30,12,2008,11,2009,1947,Male,0,61,62,1,Belgium,1,545.7258911,1,0,0,0,0,NA
920,AUS,305,Schussel,5,2,2000,1,2007,1945,Male,0,55,62,7,Austria,1,459.7033691,1,0,0,0,0,NA
921,HUN,310,Peter Medgyessy,27,5,2002,9,2004,1942,Male,0,60,62,2,Hungary,1,174.3433838,1,0,0,0,0,6655.219727
922,GRC,350,Tzannetakis,2,7,1989,10,1989,1927,Male,1,62,62,0,Greece,1,263.1925964,1,0,0,0,0,7879.209961
923,FIN,375,Lipponen,1,3,2000,4,2003,1941,Male,0,59,62,3,Finland,1,276.4678955,1,0,0,0,0,24347.43945
924,NOR,385,Torp,19,11,1951,1,1955,1893,Male,0,58,62,4,Norway,1,509.5954285,0,0,0,0,0,NA
925,NOR,385,Bratteli,16,3,1971,10,1972,1910,Male,0,61,62,1,Norway,1,509.5954285,0,0,0,0,0,NA
926,TUR,640,Ozal,13,12,1983,11,1989,1927,Male,0,56,62,6,Turkey,1,1251.907471,0,0,1,0,0,1752.070068
927,USA,2,G.W. Bush,21,1,2001,1,2009,1946,Male,0,55,63,8,United States of America,1,18637.89648,0,1,1,0,0,NA
928,COL,100,Roberto Urdaneta Arbelaez,5,11,1951,6,1953,1890,Male,0,61,63,2,Colombia,1,402.8945007,0,0,0,0,0,NA
929,COL,100,Betancur,7,8,1982,8,1986,1923,Male,0,59,63,4,Colombia,1,402.8945007,0,0,0,0,0,1819.310059
930,BEL,211,Di Rupo,6,12,2011,10,2014,1951,Male,0,60,63,3,Belgium,1,545.7258911,1,0,0,0,0,NA
931,POL,290,Komorowski,6,8,2010,8,2015,1952,Male,0,58,63,5,Poland,1,680.4194946,1,0,0,0,0,12601.9209
932,ITA,325,Amato,26,4,2000,6,2001,1938,Male,0,62,63,1,Italy,1,2146.763672,1,1,1,0,0,NA
933,GRC,350,Dovas,20,9,1961,11,1961,1898,Male,0,63,63,0,Greece,1,263.1925964,1,0,0,0,0,NA
934,GRC,350,Mavromichalis,29,9,1963,11,1963,1900,Male,0,63,63,0,Greece,1,263.1925964,1,0,0,0,0,NA
935,GRC,350,Rallis,9,5,1980,10,1981,1918,Male,0,62,63,1,Greece,1,263.1925964,1,0,0,0,0,NA
936,FIN,375,Marthi Ahtisaari,1,3,1994,3,2000,1937,Male,0,57,63,6,Finland,1,276.4678955,1,0,0,0,0,20433.66016
937,TUR,640,Urguplu,13,2,1965,10,1965,1902,Male,0,63,63,0,Turkey,1,1251.907471,0,0,1,0,0,NA
938,ISR,666,Peres,14,9,1984,10,1986,1923,Male,0,61,63,2,Israel,1,330.3829041,0,0,0,0,0,6867.310059
939,JPN,740,Obuchi,30,7,1998,4,2000,1937,Male,0,61,63,2,Japan,1,6272.250488,0,1,1,0,0,31915.74219
940,JPN,740,Hatoyama Yukio,16,9,2009,6,2010,1947,Male,0,62,63,1,Japan,1,6272.250488,0,1,1,0,0,41014.1875
941,USA,2,Ford,9,8,1974,1,1977,1913,Male,0,61,64,3,United States of America,1,18637.89648,0,1,1,0,0,NA
942,CAN,20,Chretien,4,11,1993,12,2003,1939,Male,0,54,64,10,Canada,1,1980.978027,0,1,1,0,0,20210.13086
943,MEX,70,Vicente Fox Quesada,1,12,2000,11,2006,1942,Male,0,58,64,6,Mexico,1,1337.582275,0,0,1,0,0,7016.240234
944,POL,290,Bierut,31,12,1944,3,1956,1892,Male,0,52,64,12,Poland,1,680.4194946,1,0,0,0,0,NA
945,HUN,310,Rakoski,15,1,1945,7,1956,1892,Male,1,53,64,11,Hungary,1,174.3433838,1,0,0,0,0,NA
946,CZE,315,Novotny,19,11,1957,1,1968,1904,Male,0,53,64,11,Czechoslovakia,0,,0,0,0,0,0,NA
947,ITA,325,Gentiloni,11,12,2016,6,2018,1954,Male,0,62,64,2,Italy,1,2146.763672,1,1,1,0,0,NA
948,GRC,350,Pipinelis,17,6,1963,9,1963,1899,Male,0,64,64,0,Greece,1,263.1925964,1,0,0,0,0,NA
949,GRC,350,Paraskevopoulos,31,12,1963,2,1964,1900,Male,0,63,64,1,Greece,1,263.1925964,1,0,0,0,0,NA
950,GRC,350,Samaras,20,6,2012,1,2015,1951,Male,0,61,64,3,Greece,1,263.1925964,1,0,0,0,0,22171.91016
